pincode,city,district,state
695102,Chirayinkeezhu,Thiruvananthapuram,KERALA
695103,Chirayinkeezhu,Thiruvananthapuram,KERALA
695104,Chirayinkeezhu,Thiruvananthapuram,KERALA
695121,Neyyattinkara,Thiruvananthapuram,KERALA
695122,Neyyattinkara,Thiruvananthapuram,KERALA
695123,Neyyattinkara,Thiruvananthapuram,KERALA
695124,Neyyattinkara,Thiruvananthapuram,KERALA
695125,Neyyattinkara,Thiruvananthapuram,KERALA
695126,Neyyattinkara,Thiruvananthapuram,KERALA
695132,Neyyattinkara,Thiruvananthapuram,KERALA
695133,Neyyattinkara,Thiruvananthapuram,KERALA
695134,Neyyattinkara,Thiruvananthapuram,KERALA
695141,Chirayinkeezhu,Thiruvananthapuram,KERALA
695142,Chirayinkeezhu,Thiruvananthapuram,KERALA
695143,Chirayinkeezhu,Thiruvananthapuram,KERALA
695144,Chirayinkeezhu,Thiruvananthapuram,KERALA
695145,Chirayinkeezhu,Thiruvananthapuram,KERALA
695146,Chirayinkeezhu,Thiruvananthapuram,KERALA
695301,Thiruvananthapuram,Thiruvananthapuram,KERALA
695302,Thiruvananthapuram,Thiruvananthapuram,KERALA
695303,Chirayinkeezhu,Thiruvananthapuram,KERALA
695304,Chirayinkeezhu,Thiruvananthapuram,KERALA
695305,Chirayinkeezhu,Thiruvananthapuram,KERALA
695306,Chirayinkeezhu,Thiruvananthapuram,KERALA
695307,Chirayinkeezhu,Thiruvananthapuram,KERALA
695308,Chirayinkeezhu,Thiruvananthapuram,KERALA
695309,Chirayinkeezhu,Thiruvananthapuram,KERALA
695310,Chirayinkeezhu,Thiruvananthapuram,KERALA
695311,Chirayinkeezhu,Thiruvananthapuram,KERALA
695312,Chirayinkeezhu,Thiruvananthapuram,KERALA
695313,Chirayinkeezhu,Thiruvananthapuram,KERALA
695316,Thiruvananthapuram,Thiruvananthapuram,KERALA
695317,Thiruvananthapuram,Thiruvananthapuram,KERALA
695318,Chirayinkeezhu,Thiruvananthapuram,KERALA
695501,Neyyattinkara,Thiruvananthapuram,KERALA
695502,Neyyattinkara,Thiruvananthapuram,KERALA
695503,Neyyattinkara,Thiruvananthapuram,KERALA
695504,Neyyattinkara,Thiruvananthapuram,KERALA
695505,Neyyattinkara,Thiruvananthapuram,KERALA
695506,Neyyattinkara,Thiruvananthapuram,KERALA
695507,Neyyattinkara,Thiruvananthapuram,KERALA
695508,Neyyattinkara,Thiruvananthapuram,KERALA
695512,Neyyattinkara,Thiruvananthapuram,KERALA
695513,Neyyattinkara,Thiruvananthapuram,KERALA
695521,Neyyattinkara,Thiruvananthapuram,KERALA
695522,Thiruvananthapuram,Thiruvananthapuram,KERALA
695523,Neyyattinkara,Thiruvananthapuram,KERALA
695524,Neyyattinkara,Thiruvananthapuram,KERALA
695525,Neyyattinkara,Thiruvananthapuram,KERALA
695526,Neyyattinkara,Thiruvananthapuram,KERALA
695527,Thiruvananthapuram,Thiruvananthapuram,KERALA
695528,Neyyattinkara,Thiruvananthapuram,KERALA
695541,Nedumangad,Thiruvananthapuram,KERALA
695542,Nedumangad,Thiruvananthapuram,KERALA
695543,Nedumangad,Thiruvananthapuram,KERALA
695547,Nedumangad,Thiruvananthapuram,KERALA
695551,Nedumangad,Thiruvananthapuram,KERALA
695561,Nedumangad,Thiruvananthapuram,KERALA
695562,Nedumangad,Thiruvananthapuram,KERALA
695563,Nedumangad,Thiruvananthapuram,KERALA
695564,Nedumangad,Thiruvananthapuram,KERALA
695568,Nedumangad,Thiruvananthapuram,KERALA
695571,Neyyattinkara,Thiruvananthapuram,KERALA
695572,Neyyattinkara,Thiruvananthapuram,KERALA
695573,Neyyattinkara,Thiruvananthapuram,KERALA
695574,Nedumangad,Thiruvananthapuram,KERALA
695575,Nedumangad,Thiruvananthapuram,KERALA
695581,Thiruvananthapuram,Thiruvananthapuram,KERALA
695582,Thiruvananthapuram,Thiruvananthapuram,KERALA
695583,Thiruvananthapuram,Thiruvananthapuram,KERALA
695584,Chirayinkil,Thiruvananthapuram,KERALA
695585,Thiruvananthapuram,Thiruvananthapuram,KERALA
695586,Thiruvananthapuram,Thiruvananthapuram,KERALA
695587,Thiruvananthapuram,Thiruvananthapuram,KERALA
695589,Thiruvananthapuram,Thiruvananthapuram,KERALA
695601,Chirayinkeezhu,Thiruvananthapuram,KERALA
695602,Chirayinkeezhu,Thiruvananthapuram,KERALA
695603,Chirayinkeezhu,Thiruvananthapuram,KERALA
695604,Chirayinkeezhu,Thiruvananthapuram,KERALA
695605,Chirayinkeezhu,Thiruvananthapuram,KERALA
695606,Nedumangad,Thiruvananthapuram,KERALA
695607,Nedumangad,Thiruvananthapuram,KERALA
695608,Chirayinkeezhu,Thiruvananthapuram,KERALA
695609,Nedumangad,Thiruvananthapuram,KERALA
695610,Nedumangad,Thiruvananthapuram,KERALA
695611,Chirayinkeezhu,Thiruvananthapuram,KERALA
695612,Chirayinkil,Thiruvananthapuram,KERALA
695614,Chirayinkeezhu,Thiruvananthapuram,KERALA
695615,Nedumangad,Thiruvananthapuram,KERALA
700001,Kolkata,Kolkata,WEST BENGAL
700002,Kolkata,Kolkata,WEST BENGAL
700003,Kolkata,Kolkata,WEST BENGAL
700004,Kolkata,Kolkata,WEST BENGAL
700005,Kolkata,Kolkata,WEST BENGAL
700006,Kolkata,Kolkata,WEST BENGAL
700007,Kolkata,Kolkata,WEST BENGAL
700008,Kolkata,Kolkata,WEST BENGAL
700009,Parsibagan,Kolkata,WEST BENGAL
700010,Beleghata,Kolkata,WEST BENGAL
700011,Narkeldanga,Kolkata,WEST BENGAL
700012,Kolkata,Kolkata,WEST BENGAL
700013,Kolkata,Kolkata,WEST BENGAL
700014,Kolkata,Kolkata,WEST BENGAL
700015,Kolkata,Kolkata,WEST BENGAL
700016,Kolkata,Kolkata,WEST BENGAL
700017,Circus Avenue,Kolkata,WEST BENGAL
700018,Kolkata,Kolkata,WEST BENGAL
700019,Kolkata,Kolkata,WEST BENGAL
700020,Kolkata,Kolkata,WEST BENGAL
700021,Kolkata,Kolkata,WEST BENGAL
700022,Kolkata,Kolkata,WEST BENGAL
700023,Kolkata,Kolkata,WEST BENGAL
700024,Kolkata,Kolkata,WEST BENGAL
700025,Kolkata,Kolkata,WEST BENGAL
700026,Kolkata,Kolkata,WEST BENGAL
700027,Kolkata,Kolkata,WEST BENGAL
700028,Kolkata,Kolkata,WEST BENGAL
700029,Kolkata,Kolkata,WEST BENGAL
700030,Kolkata,Kolkata,WEST BENGAL
700031,Kolkata,Kolkata,WEST BENGAL
700032,Kolkata,Kolkata,WEST BENGAL
700033,Kolkata,Kolkata,WEST BENGAL
700034,Kolkata,Kolkata,WEST BENGAL
700035,Kolkata,Kolkata,WEST BENGAL
700036,Kolkata,Kolkata,WEST BENGAL
700037,Kolkata,Kolkata,WEST BENGAL
700038,Kolkata,Kolkata,WEST BENGAL
700039,Bediadanga,South 24 Parganas,WEST BENGAL
700040,Kolkata,Kolkata,WEST BENGAL
700041,Kolkata,Kolkata,WEST BENGAL
700042,Kolkata,Kolkata,WEST BENGAL
700043,Kolkata,Kolkata,WEST BENGAL
700044,Kolkata,Kolkata,WEST BENGAL
700045,Kolkata,Kolkata,WEST BENGAL
700046,A.C Lane,Kolkata,WEST BENGAL
700047,Kolkata,Kolkata,WEST BENGAL
700048,Patipukur,North 24 Parganas,WEST BENGAL
700049,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700050,Kolkata,Kolkata,WEST BENGAL
700051,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700052,Kolkata,Kolkata,WEST BENGAL
700053,Kolkata,Kolkata,WEST BENGAL
700054,Kankurgachi,Kolkata,WEST BENGAL
700055,Jessore Road,North 24 Parganas,WEST BENGAL
700056,Belgharia,North 24 Parganas,WEST BENGAL
700057,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700058,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700059,D B Nagar,North 24 Parganas,WEST BENGAL
700060,Kolkata,Kolkata,WEST BENGAL
700061,Kolkata,Kolkata,WEST BENGAL
700062,Kolkata,Kolkata,WEST BENGAL
700063,Kolkata,Kolkata,WEST BENGAL
700064,Saltlake,North 24 Parganas,WEST BENGAL
700065,Kolkata,Kolkata,WEST BENGAL
700066,Kolkata,Kolkata,WEST BENGAL
700067,Kolkata,Kolkata,WEST BENGAL
700068,Kolkata,Kolkata,WEST BENGAL
700069,Kolkata,Kolkata,WEST BENGAL
700070,Budge Budge - I,South 24 Parganas,WEST BENGAL
700071,Kolkata,Kolkata,WEST BENGAL
700072,Kolkata,Kolkata,WEST BENGAL
700073,Kolkata,Kolkata,WEST BENGAL
700074,Kolkata,Kolkata,WEST BENGAL
700075,Kolkata,Kolkata,WEST BENGAL
700076,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700077,Kolkata,Kolkata,WEST BENGAL
700078,Kolkata,Kolkata,WEST BENGAL
700079,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700080,Kolkata,Kolkata,WEST BENGAL
700081,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700082,Kolkata,Kolkata,WEST BENGAL
700083,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700084,South 24 Parganas,South 24 Parganas,WEST BENGAL
700085,Kolkata,Kolkata,WEST BENGAL
700086,Kolkata,Kolkata,WEST BENGAL
700087,Kolkata,Kolkata,WEST BENGAL
700088,Kolkata,Kolkata,WEST BENGAL
700089,North 24 Pgs,Kolkata,WEST BENGAL
700090,Kolkata,Kolkata,WEST BENGAL
700091,Saltlake,North 24 Parganas,WEST BENGAL
700092,Kolkata,Kolkata,WEST BENGAL
700093,South 24 Parganas,South 24 Parganas,WEST BENGAL
700094,Kolkata,Kolkata,WEST BENGAL
700095,Kolkata,Kolkata,WEST BENGAL
700096,South 24 Parganas,South 24 Parganas,WEST BENGAL
700097,Saltlake,North 24 Parganas,WEST BENGAL
700098,Saltlake,North 24 Parganas,WEST BENGAL
700099,Kolkata,Kolkata,WEST BENGAL
700100,Vip Nagar,South 24 Parganas,WEST BENGAL
700101,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700102,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700103,South 24 Parganas,South 24 Parganas,WEST BENGAL
700104,Bishnupur - I,South 24 Parganas,WEST BENGAL
700105,Dhapa,South 24 Parganas,WEST BENGAL
700106,Saltlake,North 24 Parganas,WEST BENGAL
700107,Kolkata,Kolkata,WEST BENGAL
700108,Kolkata,Kolkata,WEST BENGAL
700109,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700110,North 24 parganas,North 24 Parganas,WEST BENGAL
700111,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700112,North 24 Parganas,North 24 Parganas,WEST BENGAL
700113,North 24 Parganas,North 24 Parganas,WEST BENGAL
700114,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700115,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700116,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700117,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700118,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700119,Barrackpur - I,North 24 Parganas,WEST BENGAL
700120,Barrackpore,North 24 Parganas,WEST BENGAL
700121,North 24 Parganas,North 24 Parganas,WEST BENGAL
700122,Barrackpore,North 24 Parganas,WEST BENGAL
700123,North 24 Parganas,North 24 Parganas,WEST BENGAL
700124,Barasat - I,North 24 Parganas,WEST BENGAL
700125,Kadambagachi,North 24 Parganas,WEST BENGAL
700126,Bodai,North 24 Parganas,WEST BENGAL
700127,Barasat - I,North 24 Parganas,WEST BENGAL
700128,Barasat - I,North 24 Parganas,WEST BENGAL
700129,Barasat - II,North 24 Parganas,WEST BENGAL
700130,Barrackpur - II,North 24 Parganas,WEST BENGAL
700131,Habra - I,North 24 Parganas,WEST BENGAL
700132,Barasat - II,North 24 Parganas,WEST BENGAL
700133,Barasat - II,North 24 Parganas,WEST BENGAL
700134,North 24 Paraganas,North 24 Parganas,WEST BENGAL
700135,Akandakeshari,North 24 Parganas,WEST BENGAL
700136,Rajarhat,North 24 Parganas,WEST BENGAL
700137,Budge Budge - I,South 24 Parganas,WEST BENGAL
700138,Gosaba,South 24 Parganas,WEST BENGAL
700139,South 24 Parganas,South 24 Parganas,WEST BENGAL
700140,Bishnupur - I,South 24 Parganas,WEST BENGAL
700141,Thakurpukur Mahestola,South 24 Parganas,WEST BENGAL
700142,South 24 Parganas,South 24 Parganas,WEST BENGAL
700143,South 24 Parganas,South 24 Parganas,WEST BENGAL
700144,Baruipur,South 24 Parganas,WEST BENGAL
700145,Sonarpur,South 24 Parganas,WEST BENGAL
700146,South 24 Parganas,South 24 Parganas,WEST BENGAL
700147,South 24 Parganas,South 24 Parganas,WEST BENGAL
700148,South 24 Parganas,South 24 Parganas,WEST BENGAL
700149,South 24 Parganas,South 24 Parganas,WEST BENGAL
700150,Sonarpur,South 24 Parganas,WEST BENGAL
700151,South 24 Parganas,South 24 Parganas,WEST BENGAL
700152,South 24 Parganas,South 24 Parganas,WEST BENGAL
700153,South 24 Parganas,South 24 Parganas,WEST BENGAL
700154,South 24 Parganas,South 24 Parganas,WEST BENGAL
700155,Amdanga,North 24 Parganas,WEST BENGAL
700156,New Town,North 24 Parganas,WEST BENGAL
700157,North 24 Pgs,North 24 Parganas,WEST BENGAL
700158,North 24 Parganas,North 24 Parganas,WEST BENGAL
700159,Deshbandhunagar,North 24 Parganas,WEST BENGAL
711101,Domjur,Howrah,WEST BENGAL
711102,Bally Jagachha,Howrah,WEST BENGAL
711103,Sankrail,Howrah,WEST BENGAL
711104,Domjur,Howrah,WEST BENGAL
711105,Domjur,Howrah,WEST BENGAL
711106,Bally Jagachha,Howrah,WEST BENGAL
711107,Uluberia - I,Howrah,WEST BENGAL
711108,Uluberia - I,Howrah,WEST BENGAL
711109,Bally Jagachha,Howrah,WEST BENGAL
711110,Bally Jagachha,Howrah,WEST BENGAL
711111,Uluberia - I,Howrah,WEST BENGAL
711112,Bally Jagachha,Howrah,WEST BENGAL
711113,Bally Jagachha,Howrah,WEST BENGAL
711114,Sankrail,Howrah,WEST BENGAL
711201,Bally Jagachha,Howrah,WEST BENGAL
711202,Domjur,Howrah,WEST BENGAL
711203,Sankrail,Howrah,WEST BENGAL
711204,Bally Jagachha,Howrah,WEST BENGAL
711205,Bally Jagachha,Howrah,WEST BENGAL
711225,Howrah,Howrah,WEST BENGAL
711226,Domjur,Howrah,WEST BENGAL
711227,Bally Jagachha,Howrah,WEST BENGAL
711301,Howrah,Howrah,WEST BENGAL
711302,Howrah,Howrah,WEST BENGAL
711303,Howrah,Howrah,WEST BENGAL
711304,Sankrail,Howrah,WEST BENGAL
711305,Howrah,Howrah,WEST BENGAL
711306,Howrah,Howrah,WEST BENGAL
711307,Howrah,Howrah,WEST BENGAL
711308,Domjur,Howrah,WEST BENGAL
711309,Sankrail,Howrah,WEST BENGAL
711310,Sankrail,Howrah,WEST BENGAL
711312,Howrah,Howrah,WEST BENGAL
711313,Domjur,Howrah,WEST BENGAL
711314,Domjur,Howrah,WEST BENGAL
711315,Howrah,Howrah,WEST BENGAL
711316,Howrah,Howrah,WEST BENGAL
711317,Uluberia - II,Howrah,WEST BENGAL
711322,Howrah,Howrah,WEST BENGAL
711401,Howrah,Howrah,WEST BENGAL
711403,Bally Jagachha,Howrah,WEST BENGAL
711404,Howrah,Howrah,WEST BENGAL
711405,Howrah,Howrah,WEST BENGAL
711408,Howrah,Howrah,WEST BENGAL
711409,Howrah,Howrah,WEST BENGAL
711410,Howrah,Howrah,WEST BENGAL
711411,Howrah,Howrah,WEST BENGAL
711412,Howrah,Howrah,WEST BENGAL
711413,Howrah,Howrah,WEST BENGAL
711414,Uluberia - II,Howrah,WEST BENGAL
712101,Chinsurah - Magra,Hooghly,WEST BENGAL
712102,Chinsurah - Magra,Hooghly,WEST BENGAL
712103,Chinsurah - Magra,Hooghly,WEST BENGAL
712104,Chinsurah - Magra,Hooghly,WEST BENGAL
712105,Chinsurah - Magra,Hooghly,WEST BENGAL
712121,Addconagar,Hooghly,WEST BENGAL
712122,Goghat-ii,Hooghly,WEST BENGAL
712123,Chinsurah - Magra,Hooghly,WEST BENGAL
712124,Chandannagar,Hooghly,WEST BENGAL
712125,Chinsurah - Magra,Hooghly,WEST BENGAL
712134,Boinchi,Hooghly,WEST BENGAL
712135,Pandua,Hooghly,WEST BENGAL
712136,Chinsurah - Magra,Hooghly,WEST BENGAL
712137,Chinsurah - Magra,Hooghly,WEST BENGAL
712138,Chinsurah - Magra,Hooghly,WEST BENGAL
712139,Chinsurah - Magra,Hooghly,WEST BENGAL
712146,Pandua,Hooghly,WEST BENGAL
712147,Itachuna,Hooghly,WEST BENGAL
712148,Magra,Hooghly,WEST BENGAL
712149,Pandua,Hooghly,WEST BENGAL
712152,Pandua,Hooghly,WEST BENGAL
712201,Serampur Uttarpara,Hooghly,WEST BENGAL
712202,Serampur Uttarpara,Hooghly,WEST BENGAL
712203,Serampur Uttarpara,Hooghly,WEST BENGAL
712204,Serampur Uttarpara,Hooghly,WEST BENGAL
712221,Singur,Hooghly,WEST BENGAL
712222,Singur,Hooghly,WEST BENGAL
712223,Chandannagar,Hooghly,WEST BENGAL
712232,Serampur Uttarpara,Hooghly,WEST BENGAL
712233,Serampur Uttarpara,Hooghly,WEST BENGAL
712234,Serampore,Hooghly,WEST BENGAL
712235,Serampur Uttarpara,Hooghly,WEST BENGAL
712245,Serampur Uttarpara,Hooghly,WEST BENGAL
712246,Serampur Uttarpara,Hooghly,WEST BENGAL
712247,Serampore,Hooghly,WEST BENGAL
712248,Serampur Uttarpara,Hooghly,WEST BENGAL
712249,Serampur Uttarpara,Hooghly,WEST BENGAL
712250,Serampur Uttarpara,Hooghly,WEST BENGAL
712258,Serampur Uttarpara,Hooghly,WEST BENGAL
712301,Dhaniakhali,Hooghly,WEST BENGAL
712302,Dhaniakhali,Hooghly,WEST BENGAL
712303,Gurap,Hooghly,WEST BENGAL
712304,Serampore,Hooghly,WEST BENGAL
712305,Puinan,Hooghly,WEST BENGAL
712306,Chanditala - II,Hooghly,WEST BENGAL
712308,Khanpur,Hooghly,WEST BENGAL
712310,Serampore,Hooghly,WEST BENGAL
712311,Serampore,Hooghly,WEST BENGAL
712401,Chandannagar,Hooghly,WEST BENGAL
712402,Dasghara,Hooghly,WEST BENGAL
712403,Chandannagar,Hooghly,WEST BENGAL
712404,Jangipara,Hooghly,WEST BENGAL
712405,Chandannagar,Hooghly,WEST BENGAL
712406,Khanakul-2b,Hooghly,WEST BENGAL
712407,Chandannagar,Hooghly,WEST BENGAL
712408,Jangipara,Howrah,WEST BENGAL
712409,Chandannagar,Hooghly,WEST BENGAL
712410,Chandannagar,Bardhaman,WEST BENGAL
712411,Chandannagar,Hooghly,WEST BENGAL
712412,Pursurah,Hooghly,WEST BENGAL
712413,Arambagh,Hooghly,WEST BENGAL
712414,Pursurah,Hooghly,WEST BENGAL
712415,Pursurah,Hooghly,WEST BENGAL
712416,Khanakul 2b,Hooghly,WEST BENGAL
712417,Khanakul 2b,Hooghly,WEST BENGAL
712418,Singur,Hooghly,WEST BENGAL
712419,Hooghly,Hooghly,WEST BENGAL
712424,Serampore,Hooghly,WEST BENGAL
712426,Serampore,Hooghly,WEST BENGAL
712501,Balagarh,Hooghly,WEST BENGAL
712502,Chinsurah - Magra,Hooghly,WEST BENGAL
712503,Chinsurah - Magra,Hooghly,WEST BENGAL
712504,Chinsurah - Magra,Hooghly,WEST BENGAL
712512,Guptipara,Hooghly,WEST BENGAL
712513,Nayasarai,Hooghly,WEST BENGAL
712514,Balagarh,Hooghly,WEST BENGAL
712515,Khamargachi,Hooghly,WEST BENGAL
712601,Arambag,Hooghly,WEST BENGAL
712602,Goghat-i,Hooghly,WEST BENGAL
712611,Goghat - II,Hooghly,WEST BENGAL
712612,Goghat-ii,Hooghly,WEST BENGAL
712613,Arambag,Hooghly,WEST BENGAL
712614,Goghat-ii,Hooghly,WEST BENGAL
712615,Arambagh,Hooghly,WEST BENGAL
712616,Goghat-i,Hooghly,WEST BENGAL
712617,Arambagh,Hooghly,WEST BENGAL
712701,Serampore,Hooghly,WEST BENGAL
712702,Serampore,Hooghly,WEST BENGAL
712704,Serampore,Hooghly,WEST BENGAL
712705,Chandangar,Hooghly,WEST BENGAL
712706,Serampore,Hooghly,WEST BENGAL
712707,Serampore,Hooghly,WEST BENGAL
712708,Chanditala - II,Hooghly,WEST BENGAL
713101,Burdwan - I,Bardhaman,WEST BENGAL
713102,Burdwan,Bardhaman,WEST BENGAL
713103,Galsi - I,Bardhaman,WEST BENGAL
713104,Burdwan,Bardhaman,WEST BENGAL
713121,Bhatar,Bardhaman,WEST BENGAL
713122,Kalna,Bardhaman,WEST BENGAL
713123,Ketugram - I,Bardhaman,WEST BENGAL
713124,Burdwan - II,Bardhaman,WEST BENGAL
713125,Bhatar,Bardhaman,WEST BENGAL
713126,Ausgram - I,Bardhaman,WEST BENGAL
713127,Gushkara,Bardhaman,WEST BENGAL
713128,Ausgram - I,Bardhaman,WEST BENGAL
713129,Ketugram - I,Bardhaman,WEST BENGAL
713130,Katwa - I,Bardhaman,WEST BENGAL
713131,Mangolkote,Bardhaman,WEST BENGAL
713140,Katwa,Bardhaman,WEST BENGAL
713141,Burdwan - II,Bardhaman,WEST BENGAL
713142,Burdwan,Bardhaman,WEST BENGAL
713143,Bhatar,Bardhaman,WEST BENGAL
713144,Gushkara,Bardhaman,WEST BENGAL
713145,Bhatar,Bardhaman,WEST BENGAL
713146,Memari,Bardhaman,WEST BENGAL
713147,Mangolkote,Bardhaman,WEST BENGAL
713148,Burdwan,Bardhaman,WEST BENGAL
713149,Burdwan - II,Bardhaman,WEST BENGAL
713150,Katwa,Bankura,WEST BENGAL
713151,Memari - I,Bardhaman,WEST BENGAL
713152,Ausgram - I,Bardhaman,WEST BENGAL
713153,Gushkara,Bardhaman,WEST BENGAL
713154,Bardhaman,Bardhaman,WEST BENGAL
713155,Ausgram - II,Bardhaman,WEST BENGAL
713156,Bardhaman,Bardhaman,WEST BENGAL
713157,Bardhaman,Bardhaman,WEST BENGAL
713158,Bardhaman,Bardhaman,WEST BENGAL
713160,Bardhaman,Bardhaman,WEST BENGAL
713162,Bardhaman,Bardhaman,WEST BENGAL
713165,Bardhaman,Bardhaman,WEST BENGAL
713166,Burdwan,Bardhaman,WEST BENGAL
713167,Bardhaman,Bardhaman,WEST BENGAL
713168,Memari - II,Bardhaman,WEST BENGAL
713169,Kanksa,Bardhaman,WEST BENGAL
713170,Bardhaman,Bardhaman,WEST BENGAL
713171,Ausgram - II,Bardhaman,WEST BENGAL
713172,Bardhaman,Bardhaman,WEST BENGAL
713173,Bardhaman,Bardhaman,WEST BENGAL
713201,Durgapur Municipal Corporation,Bardhaman,WEST BENGAL
713202,Durgapur Mc,Bardhaman,WEST BENGAL
713203,Faridpur Durgapur,Bardhaman,WEST BENGAL
713204,Faridpur Durgapur,Bardhaman,WEST BENGAL
713205,Durgapur Mc,Bardhaman,WEST BENGAL
713206,Durgapur Mc,Bardhaman,WEST BENGAL
713207,Durgapur Mc,Bardhaman,WEST BENGAL
713208,Durgapur Mc,Bardhaman,WEST BENGAL
713209,Durgapur Mc,Bardhaman,WEST BENGAL
713210,Durgapur Mc,Bardhaman,WEST BENGAL
713211,Durgapur Mc,Bardhaman,WEST BENGAL
713212,Kanksa,Bardhaman,WEST BENGAL
713213,Durgapur Mc,Bardhaman,WEST BENGAL
713214,Durgapur Mc,Bardhaman,WEST BENGAL
713215,Durgapur Mc,Bardhaman,WEST BENGAL
713216,Durgapur Mc,Bardhaman,WEST BENGAL
713217,Durgapur Mc,Bardhaman,WEST BENGAL
713218,Durgapur Mc,Bardhaman,WEST BENGAL
713219,Durgapur Mc,Bardhaman,WEST BENGAL
713301,Barabani,Bardhaman,WEST BENGAL
713302,Barabani,Bardhaman,WEST BENGAL
713303,Barabani,Bardhaman,WEST BENGAL
713304,Barabani,Bardhaman,WEST BENGAL
713305,Barabani,Bardhaman,WEST BENGAL
713308,Bardhaman,Bardhaman,WEST BENGAL
713310,Barabani,Bardhaman,WEST BENGAL
713315,Baraboni,Bardhaman,WEST BENGAL
713321,Andal,Bardhaman,WEST BENGAL
713322,Barabani,Bardhaman,WEST BENGAL
713323,Pandabeswar,Bardhaman,WEST BENGAL
713324,Kulti Mc,Bardhaman,WEST BENGAL
713325,Barabani,Bardhaman,WEST BENGAL
713326,Asansol Mc,Bardhaman,WEST BENGAL
713330,Jamuria,Bardhaman,WEST BENGAL
713331,Barabani,Bardhaman,WEST BENGAL
713332,Jamuria,Bardhaman,WEST BENGAL
713333,Kulti Mc,Bardhaman,WEST BENGAL
713334,Baraboni,Bardhaman,WEST BENGAL
713335,Salanpur,Bardhaman,WEST BENGAL
713336,Jamuriahat,Bardhaman,WEST BENGAL
713337,Pandabeswar,Bardhaman,WEST BENGAL
713338,Andal,Bardhaman,WEST BENGAL
713339,Raniganj Mc,Bardhaman,WEST BENGAL
713341,Baraboni,Bardhaman,WEST BENGAL
713342,Pandabeswar,Bardhaman,WEST BENGAL
713343,Barabani,Bardhaman,WEST BENGAL
713344,Jamuria,Bardhaman,WEST BENGAL
713346,Pandaveshwr,Bardhaman,WEST BENGAL
713347,Andal,Bardhaman,WEST BENGAL
713357,Salanpur,Bardhaman,WEST BENGAL
713358,Barabani,Bardhaman,WEST BENGAL
713359,Kulti Mc,Bardhaman,WEST BENGAL
713360,Kulti Mc,Bardhaman,WEST BENGAL
713361,Barabani,Bardhaman,WEST BENGAL
713362,Jamuria,Bardhaman,WEST BENGAL
713363,Laudoha,Bardhaman,WEST BENGAL
713364,Bardhaman,Bardhaman,WEST BENGAL
713365,Salanpur,Bardhaman,WEST BENGAL
713367,Barabani,Bardhaman,WEST BENGAL
713368,Jamuria,Bardhaman,WEST BENGAL
713369,Barabani,Bardhaman,WEST BENGAL
713370,Barabani,Bardhaman,WEST BENGAL
713371,Barabani,Bardhaman,WEST BENGAL
713372,Barabani,Bardhaman,WEST BENGAL
713373,Jamuria,Bardhaman,WEST BENGAL
713375,Pandabeswar,Bardhaman,WEST BENGAL
713376,Pandabeswar,Bardhaman,WEST BENGAL
713377,Pandabeswar,Bardhaman,WEST BENGAL
713378,Jamuria,Bardhaman,WEST BENGAL
713380,Pandaveshwar,Bardhaman,WEST BENGAL
713381,Laudoha,Bardhaman,WEST BENGAL
713383,Jamuria,Bardhaman,WEST BENGAL
713384,Jamuria,Bardhaman,WEST BENGAL
713385,Laudoha,Bardhaman,WEST BENGAL
713401,Memari,Bardhaman,WEST BENGAL
713402,Bardhaman,Bardhaman,WEST BENGAL
713403,Burdwan,Bardhaman,WEST BENGAL
713404,Memari,Bardhaman,WEST BENGAL
713405,Kalna,Bardhaman,WEST BENGAL
713406,Burdwan,Bardhaman,WEST BENGAL
713407,Bhatar,Bardhaman,WEST BENGAL
713408,Memari,Bardhaman,WEST BENGAL
713409,Kalna - II,Bardhaman,WEST BENGAL
713419,Bardhaman,Bardhaman,WEST BENGAL
713420,Kanksa,Bardhaman,WEST BENGAL
713421,Raina - II,Bardhaman,WEST BENGAL
713422,Kalna,Bardhaman,WEST BENGAL
713423,Burdwan,Bardhaman,WEST BENGAL
713424,Burdwan,Bardhaman,WEST BENGAL
713425,Bankura,Bankura,WEST BENGAL
713426,Memari,Bardhaman,WEST BENGAL
713427,Raina - II,Bardhaman,WEST BENGAL
713428,Galsi - II,Bardhaman,WEST BENGAL
713429,Memari - II,Bardhaman,WEST BENGAL
713430,Bardhaman,Bardhaman,WEST BENGAL
713432,Bardhaman,Bardhaman,WEST BENGAL
713433,Bardhaman,Bardhaman,WEST BENGAL
